Fecha,Estado,Precipitacion_mm,Radiacion_Wm2,Temp_Max,Temp_Min
2018-12-28,Chihuahua,0.0,4.4707,16.63,-3.2
2018-12-29,Chihuahua,0.0,4.3073,13.85,-2.5
2018-12-30,Chihuahua,0.0,3.2966,10.19,-3.93
2018-12-31,Chihuahua,0.0,4.619,17.39,-4.04
2019-01-01,Chihuahua,0.0,3.5321,16.25,-1.89
2019-01-02,Chihuahua,0.0,4.5485,14.94,-2.9
2019-01-03,Chihuahua,0.0,4.6735,14.09,-5.79
2019-01-04,Chihuahua,0.0,4.5562,22.08,-1.4
2019-01-05,Chihuahua,0.0,4.1117,23.73,2.51
2019-01-06,Chihuahua,0.41,2.2404,21.39,7.67
2019-01-07,Chihuahua,0.04,4.2238,19.77,5.28
2019-01-08,Chihuahua,0.0,2.3906,17.82,7.75
2019-01-09,Chihuahua,0.14,3.1303,12.75,6.63
2019-01-10,Chihuahua,4.58,3.5616,21.81,7.55
2019-01-11,Chihuahua,2.56,3.4937,17.61,3.58
2019-01-12,Chihuahua,0.02,4.6646,16.62,0.03
2019-01-13,Chihuahua,0.0,4.7484,19.44,0.41
2019-01-14,Chihuahua,0.2,3.8494,19.55,0.48
2019-01-15,Chihuahua,1.98,3.864,17.89,3.32
2019-01-16,Chihuahua,0.0,4.417,20.63,3.14
2019-01-17,Chihuahua,0.0,3.1752,18.08,7.22
2019-01-18,Chihuahua,0.0,4.7544,22.57,4.89
2019-01-19,Chihuahua,0.0,4.9474,11.79,-0.04
2019-01-20,Chihuahua,0.0,4.8982,19.09,-1.89
2019-01-21,Chihuahua,0.0,4.8283,23.5,4.87
2019-01-22,Chihuahua,0.0,4.9202,17.53,0.35
2019-01-23,Chihuahua,0.0,5.1048,14.95,-2.65
2019-01-24,Chihuahua,0.0,5.0472,17.03,-1.25
2019-01-25,Chihuahua,0.0,4.9714,16.9,2.14
2019-01-26,Chihuahua,0.0,5.1199,15.75,0.87
2019-01-27,Chihuahua,0.0,4.9788,15.61,-1.35
2019-01-28,Chihuahua,0.0,5.1029,21.31,3.29
2019-01-29,Chihuahua,0.0,3.6262,16.54,-0.68
2019-01-30,Chihuahua,0.0,3.8484,17.49,3.68
2019-01-31,Chihuahua,0.0,5.0486,18.9,2.76
2019-02-01,Chihuahua,0.0,4.3565,19.5,5.52
2019-02-02,Chihuahua,0.0,3.179,21.5,2.67
2019-02-03,Chihuahua,0.01,3.9065,21.71,7.49
2019-02-04,Chihuahua,0.11,4.2514,21.44,6.09
2019-02-05,Chihuahua,3.77,3.199,19.83,7.01
2019-02-06,Chihuahua,0.12,4.5437,19.83,5.18
2019-02-07,Chihuahua,0.0,5.6119,17.43,-0.78
2019-02-08,Chihuahua,0.0,5.3506,17.08,-1.07
2019-02-09,Chihuahua,0.0,4.4398,21.36,2.03
2019-02-10,Chihuahua,1.69,1.9462,17.47,6.34
2019-02-11,Chihuahua,0.16,3.0055,16.04,1.47
2019-02-12,Chihuahua,0.0,5.2704,13.48,-2.52
2019-02-13,Chihuahua,0.06,4.5871,20.56,2.11
2019-02-14,Chihuahua,0.0,4.633,25.34,6.15
2019-02-15,Chihuahua,0.0,4.0279,24.96,8.83
2019-02-16,Chihuahua,0.0,5.9333,24.37,5.1
2019-02-17,Chihuahua,0.0,5.6633,20.92,1.17
2019-02-18,Chihuahua,0.0,5.0294,17.49,1.63
2019-02-19,Chihuahua,0.0,6.1478,14.84,-0.96
2019-02-20,Chihuahua,0.0,4.5871,13.85,-1.96
2019-02-21,Chihuahua,0.0,6.2474,17.37,-0.39
2019-02-22,Chihuahua,0.1,6.2513,17.7,-2.31
2019-02-23,Chihuahua,0.02,6.4123,18.04,-0.27
2019-02-24,Chihuahua,0.0,6.3002,19.43,0.96
2019-02-25,Chihuahua,0.0,6.4222,23.66,1.13
2019-02-26,Chihuahua,0.0,6.4147,25.19,3.38
2019-02-27,Chihuahua,0.0,3.0233,22.49,7.02
2019-02-28,Chihuahua,0.0,6.1853,24.82,7.3
2019-03-01,Chihuahua,0.0,6.2969,27.48,7.81
2019-03-02,Chihuahua,0.0,5.245,25.98,8.77
2019-03-03,Chihuahua,0.0,6.6946,29.26,6.45
2019-03-04,Chihuahua,0.0,6.0132,27.5,6.29
2019-03-05,Chihuahua,0.0,5.3054,22.87,8.1
2019-03-06,Chihuahua,0.0,4.957,28.72,6.99
2019-03-07,Chihuahua,0.0,4.1626,25.29,10.26
2019-03-08,Chihuahua,0.05,3.5902,26.31,10.85
2019-03-09,Chihuahua,0.14,5.911,27.11,6.0
2019-03-10,Chihuahua,0.0,4.0745,23.61,9.2
2019-03-11,Chihuahua,0.0,2.3669,21.47,10.97
2019-03-12,Chihuahua,2.47,5.405,23.07,4.44
2019-03-13,Chihuahua,0.03,7.1986,21.72,2.92
2019-03-14,Chihuahua,0.0,6.5599,25.29,3.4
2019-03-15,Chihuahua,0.0,6.5834,17.19,4.84
2019-03-16,Chihuahua,0.12,6.7051,17.99,-0.03
2019-03-17,Chihuahua,0.19,5.7576,18.71,4.13
2019-03-18,Chihuahua,0.07,5.3542,17.52,5.18
2019-03-19,Chihuahua,0.0,6.7882,22.14,6.22
2019-03-20,Chihuahua,0.0,7.1686,23.94,6.09
2019-03-21,Chihuahua,0.0,7.2286,25.74,7.62
2019-03-22,Chihuahua,0.0,6.2335,25.75,7.45
2019-03-23,Chihuahua,0.0,7.4726,25.91,4.53
2019-03-24,Chihuahua,0.0,7.5552,28.07,6.82
2019-03-25,Chihuahua,0.0,6.8431,26.25,7.7
2019-03-26,Chihuahua,0.49,6.0355,26.74,10.43
2019-03-27,Chihuahua,0.05,5.8817,29.0,10.75
2019-03-28,Chihuahua,0.0,7.5367,29.6,10.03
2019-03-29,Chihuahua,0.0,7.5766,29.92,11.08
2019-03-30,Chihuahua,0.0,5.7506,23.89,11.67
2019-03-31,Chihuahua,0.0,7.5979,24.53,6.11
2019-04-01,Chihuahua,0.0,6.857,23.58,7.03
2019-04-02,Chihuahua,0.0,5.7998,26.71,6.98
2019-04-03,Chihuahua,0.0,7.7254,27.36,6.93
2019-04-04,Chihuahua,0.0,7.5422,27.23,8.09
2019-04-05,Chihuahua,0.0,7.1047,26.29,9.21
2019-04-06,Chihuahua,0.0,4.8014,22.82,7.41
2019-04-07,Chihuahua,0.0,7.9457,25.16,8.34
2019-04-08,Chihuahua,0.0,8.1463,27.97,9.4
2019-04-09,Chihuahua,0.0,8.0458,32.1,12.91
2019-04-10,Chihuahua,0.0,8.2154,28.61,11.98
2019-04-11,Chihuahua,0.0,8.5354,20.79,5.36
2019-04-12,Chihuahua,0.0,7.9195,23.33,3.03
2019-04-13,Chihuahua,0.0,7.8487,20.52,3.08
2019-04-14,Chihuahua,0.0,8.2615,25.88,4.72
2019-04-15,Chihuahua,0.0,7.1676,30.51,8.74
2019-04-16,Chihuahua,0.0,6.211,29.4,11.78
2019-04-17,Chihuahua,0.0,8.3834,24.71,7.82
2019-04-18,Chihuahua,0.0,8.3045,25.19,7.18
2019-04-19,Chihuahua,0.0,7.6411,28.11,9.61
2019-04-20,Chihuahua,0.0,7.6442,32.31,13.42
2019-04-21,Chihuahua,0.0,5.7326,30.99,10.19
2019-04-22,Chihuahua,0.0,3.7795,22.28,12.03
2019-04-23,Chihuahua,0.0,8.3866,27.65,6.19
2019-04-24,Chihuahua,3.35,7.3085,20.71,9.67
2019-04-25,Chihuahua,0.0,8.4602,28.97,9.34
2019-04-26,Chihuahua,0.0,7.8118,29.87,13.16
2019-04-27,Chihuahua,0.0,8.1811,32.34,12.25
2019-04-28,Chihuahua,0.0,8.1362,32.27,13.01
2019-04-29,Chihuahua,0.0,7.4702,32.13,11.12
2019-04-30,Chihuahua,0.59,8.6069,29.22,12.99
2019-05-01,Chihuahua,0.0,8.8915,30.92,8.59
2019-05-02,Chihuahua,0.0,6.6646,28.76,10.98
2019-05-03,Chihuahua,0.0,8.0126,29.85,12.17
2019-05-04,Chihuahua,0.0,8.4173,30.44,12.78
2019-05-05,Chihuahua,0.0,8.1545,31.74,13.21
2019-05-06,Chihuahua,0.0,8.388,30.92,13.8
2019-05-07,Chihuahua,0.0,8.249,30.0,11.11
2019-05-08,Chihuahua,0.0,8.85,29.59,8.22
2019-05-09,Chihuahua,0.0,8.6918,28.85,9.16
2019-05-10,Chihuahua,0.0,7.8228,27.86,9.83
2019-05-11,Chihuahua,0.0,7.7069,26.8,8.64
2019-05-12,Chihuahua,0.08,8.1499,27.32,10.1
2019-05-13,Chihuahua,0.05,8.1823,24.6,9.55
2019-05-14,Chihuahua,0.0,8.731,28.89,11.79
2019-05-15,Chihuahua,0.0,8.4893,31.86,15.13
2019-05-16,Chihuahua,0.0,8.7718,34.85,14.81
2019-05-17,Chihuahua,0.0,9.0156,33.1,10.83
2019-05-18,Chihuahua,0.0,8.8579,30.76,9.99
2019-05-19,Chihuahua,0.0,8.9995,32.76,11.4
2019-05-20,Chihuahua,0.0,8.7137,30.48,10.54
2019-05-21,Chihuahua,0.0,9.1082,32.03,7.28
2019-05-22,Chihuahua,0.0,9.0684,34.29,11.13
2019-05-23,Chihuahua,0.0,9.0074,32.56,11.68
2019-05-24,Chihuahua,0.01,8.808,33.69,11.36
2019-05-25,Chihuahua,0.0,8.6177,33.55,13.47
2019-05-26,Chihuahua,0.0,5.5613,32.13,15.19
2019-05-27,Chihuahua,0.0,8.5886,34.56,12.79
2019-05-28,Chihuahua,0.0,9.0379,32.17,10.23
2019-05-29,Chihuahua,0.0,9.0871,32.52,10.74
2019-05-30,Chihuahua,0.0,8.9424,33.54,12.45
2019-05-31,Chihuahua,0.0,8.6914,33.45,13.38
2019-06-01,Chihuahua,0.0,7.7726,33.92,14.42
2019-06-02,Chihuahua,8.44,5.3225,35.75,16.65
2019-06-03,Chihuahua,3.41,6.097,31.19,15.98
2019-06-04,Chihuahua,0.5,7.2434,32.73,16.82
2019-06-05,Chihuahua,0.0,8.7384,32.88,14.74
2019-06-06,Chihuahua,0.0,8.8174,33.23,14.52
2019-06-07,Chihuahua,0.0,7.7167,35.31,16.3
2019-06-08,Chihuahua,0.0,7.8142,36.97,21.1
2019-06-09,Chihuahua,0.61,7.0034,34.25,18.96
2019-06-10,Chihuahua,5.8,3.8681,26.82,16.64
2019-06-11,Chihuahua,1.47,8.3772,31.39,14.37
2019-06-12,Chihuahua,0.0,7.8144,34.66,15.7
2019-06-13,Chihuahua,0.53,7.6514,34.65,16.96
2019-06-14,Chihuahua,0.04,7.146,32.75,18.71
2019-06-15,Chihuahua,0.0,8.52,34.73,19.59
2019-06-16,Chihuahua,0.0,8.9208,35.04,18.11
2019-06-17,Chihuahua,0.0,8.4869,34.91,17.72
2019-06-18,Chihuahua,1.18,7.98,34.81,18.46
2019-06-19,Chihuahua,0.0,8.1238,35.18,18.61
2019-06-20,Chihuahua,0.0,8.3352,35.58,19.4
2019-06-21,Chihuahua,0.0,8.8531,35.36,18.82
2019-06-22,Chihuahua,0.0,9.0624,35.04,16.06
2019-06-23,Chihuahua,0.0,8.9618,34.75,14.27
2019-06-24,Chihuahua,0.0,8.893,35.17,16.72
2019-06-25,Chihuahua,0.03,8.0467,35.2,17.38
2019-06-26,Chihuahua,0.5,7.8847,35.59,18.43
2019-06-27,Chihuahua,0.05,8.1238,34.55,19.68
2019-06-28,Chihuahua,0.04,7.9255,34.11,19.4
2019-06-29,Chihuahua,0.03,7.123,33.27,19.63
2019-06-30,Chihuahua,0.0,8.051,33.76,20.19
2019-07-01,Chihuahua,0.05,7.7057,35.17,18.12
2019-07-02,Chihuahua,0.97,5.8874,34.73,20.42
2019-07-03,Chihuahua,0.72,5.4089,33.45,18.45
2019-07-04,Chihuahua,7.2,6.1234,30.87,19.32
2019-07-05,Chihuahua,1.81,6.3408,30.91,17.86
2019-07-06,Chihuahua,2.65,3.6182,27.83,17.57
2019-07-07,Chihuahua,6.01,6.5292,29.42,15.39
2019-07-08,Chihuahua,3.68,5.6719,29.37,17.7
2019-07-09,Chihuahua,2.79,6.2834,30.21,18.93
2019-07-10,Chihuahua,0.04,5.2999,33.31,18.86
2019-07-11,Chihuahua,0.15,7.6978,32.23,20.67
2019-07-12,Chihuahua,0.08,6.9509,31.58,18.96
2019-07-13,Chihuahua,0.04,6.8731,33.55,18.68
2019-07-14,Chihuahua,0.0,8.183,33.75,18.76
2019-07-15,Chihuahua,0.0,8.5466,34.79,19.64
2019-07-16,Chihuahua,0.21,8.0131,36.04,19.99
2019-07-17,Chihuahua,7.63,6.2294,25.83,19.67
2019-07-18,Chihuahua,0.28,6.2856,30.27,17.14
2019-07-19,Chihuahua,0.48,7.1261,31.63,18.07
2019-07-20,Chihuahua,0.41,7.6375,34.05,19.07
2019-07-21,Chihuahua,0.17,7.152,36.04,19.95
2019-07-22,Chihuahua,0.2,7.193,34.51,19.57
2019-07-23,Chihuahua,0.5,6.0446,29.1,17.7
2019-07-24,Chihuahua,0.05,6.882,31.54,16.9
2019-07-25,Chihuahua,0.0,8.2037,33.59,16.99
2019-07-26,Chihuahua,0.0,8.2046,35.1,17.72
2019-07-27,Chihuahua,0.01,7.7844,35.7,16.95
2019-07-28,Chihuahua,0.4,6.1073,36.19,20.35
2019-07-29,Chihuahua,6.96,5.3902,28.85,18.35
2019-07-30,Chihuahua,2.77,6.8594,30.98,17.73
2019-07-31,Chihuahua,7.2,6.8585,30.12,18.81
2019-08-01,Chihuahua,0.99,7.3001,33.4,20.4
2019-08-02,Chihuahua,0.09,7.4902,33.88,18.18
2019-08-03,Chihuahua,0.0,7.5737,35.33,18.75
2019-08-04,Chihuahua,0.96,6.3986,34.82,19.13
2019-08-05,Chihuahua,0.12,6.8791,30.06,20.77
2019-08-06,Chihuahua,0.22,7.0404,34.54,21.07
2019-08-07,Chihuahua,8.03,6.8806,28.72,21.84
2019-08-08,Chihuahua,6.75,7.181,31.65,20.05
2019-08-09,Chihuahua,9.02,7.3994,29.24,19.44
2019-08-10,Chihuahua,2.25,7.5893,33.85,17.66
2019-08-11,Chihuahua,2.5,7.513,33.64,19.08
2019-08-12,Chihuahua,0.59,5.772,32.13,20.89
2019-08-13,Chihuahua,2.41,6.0408,34.51,20.82
2019-08-14,Chihuahua,0.58,4.687,30.46,21.25
2019-08-15,Chihuahua,3.35,6.0048,29.38,19.86
2019-08-16,Chihuahua,1.94,6.2213,28.34,18.83
2019-08-17,Chihuahua,3.87,5.4706,31.17,19.27
2019-08-18,Chihuahua,0.93,6.1966,31.7,19.07
2019-08-19,Chihuahua,6.49,6.0559,33.52,20.23
2019-08-20,Chihuahua,0.3,6.7147,33.32,19.49
2019-08-21,Chihuahua,2.53,6.8501,33.01,19.08
2019-08-22,Chihuahua,17.63,4.9982,28.97,18.87
2019-08-23,Chihuahua,9.67,4.8012,24.99,18.04
2019-08-24,Chihuahua,1.37,5.3945,28.28,16.2
2019-08-25,Chihuahua,0.0,6.2626,30.24,17.21
2019-08-26,Chihuahua,0.07,7.278,35.03,18.45
2019-08-27,Chihuahua,4.11,6.3358,35.85,21.09
2019-08-28,Chihuahua,4.57,6.7675,28.44,19.21
2019-08-29,Chihuahua,1.1,6.8179,28.17,18.34
2019-08-30,Chihuahua,0.19,5.67,28.59,18.33
2019-08-31,Chihuahua,1.33,4.655,21.32,16.8
2019-09-01,Chihuahua,0.16,6.9574,30.46,15.5
2019-09-02,Chihuahua,3.4,6.4591,29.45,15.98
2019-09-03,Chihuahua,0.42,5.5759,28.26,16.4
2019-09-04,Chihuahua,0.08,5.7864,29.31,16.14
2019-09-05,Chihuahua,0.48,3.2642,27.77,16.53
2019-09-06,Chihuahua,0.15,5.6914,27.94,18.01
2019-09-07,Chihuahua,3.61,4.9349,28.52,17.72
2019-09-08,Chihuahua,1.27,6.3077,27.76,16.66
2019-09-09,Chihuahua,5.85,3.9787,23.72,16.99
2019-09-10,Chihuahua,2.66,5.6722,28.82,15.42
2019-09-11,Chihuahua,1.26,7.1203,28.46,16.72
2019-09-12,Chihuahua,0.63,4.9747,24.96,18.26
2019-09-13,Chihuahua,2.26,4.5127,26.61,16.63
2019-09-14,Chihuahua,4.01,3.1188,23.46,16.46
2019-09-15,Chihuahua,4.07,4.7342,25.71,14.84
2019-09-16,Chihuahua,2.38,5.6117,23.25,15.55
2019-09-17,Chihuahua,5.27,5.9527,28.15,14.97
2019-09-18,Chihuahua,3.91,5.4058,28.7,17.03
2019-09-19,Chihuahua,1.95,5.6616,28.25,16.5
2019-09-20,Chihuahua,4.14,4.3769,25.21,18.18
2019-09-21,Chihuahua,3.9,4.2682,25.03,16.76
2019-09-22,Chihuahua,15.13,4.1827,26.85,16.49
2019-09-23,Chihuahua,2.09,6.1678,26.71,17.7
2019-09-24,Chihuahua,10.81,5.7816,22.72,16.39
2019-09-25,Chihuahua,1.06,6.3456,26.76,15.12
2019-09-26,Chihuahua,0.06,6.3766,29.78,15.18
2019-09-27,Chihuahua,0.0,6.4961,30.06,16.38
2019-09-28,Chihuahua,0.0,6.7896,30.63,12.08
2019-09-29,Chihuahua,0.19,6.1154,28.24,16.02
2019-09-30,Chihuahua,10.37,3.8878,26.45,17.2
2019-10-01,Chihuahua,5.64,4.651,27.02,16.26
2019-10-02,Chihuahua,20.28,4.7575,24.32,15.53
2019-10-03,Chihuahua,4.58,5.1437,24.41,15.64
2019-10-04,Chihuahua,3.02,5.2685,25.3,15.67
2019-10-05,Chihuahua,9.25,5.2694,25.75,17.03
2019-10-06,Chihuahua,0.43,4.7935,27.64,15.99
2019-10-07,Chihuahua,0.21,5.5613,24.37,13.34
2019-10-08,Chihuahua,0.11,5.7773,27.2,12.66
2019-10-09,Chihuahua,0.04,6.2052,29.36,14.23
2019-10-10,Chihuahua,0.29,6.259,28.92,12.3
2019-10-11,Chihuahua,0.0,6.1402,23.35,9.9
2019-10-12,Chihuahua,0.06,5.1146,25.58,7.98
2019-10-13,Chihuahua,11.48,1.8619,19.11,12.38
2019-10-14,Chihuahua,2.62,2.8102,23.41,13.83
2019-10-15,Chihuahua,0.7,4.0354,22.89,15.52
2019-10-16,Chihuahua,0.42,3.6276,21.44,11.12
2019-10-17,Chihuahua,0.0,5.6242,27.95,8.91
2019-10-18,Chihuahua,0.0,5.9117,27.71,12.05
2019-10-19,Chihuahua,0.0,5.9602,26.07,9.85
2019-10-20,Chihuahua,0.0,5.9803,28.4,10.27
2019-10-21,Chihuahua,0.0,5.9947,27.41,8.2
2019-10-22,Chihuahua,0.0,5.8457,24.11,9.18
2019-10-23,Chihuahua,0.0,5.8538,27.94,8.65
2019-10-24,Chihuahua,0.0,5.7866,26.4,5.08
2019-10-25,Chihuahua,0.0,5.7334,14.14,0.74
2019-10-26,Chihuahua,0.0,5.7262,26.09,0.3
2019-10-27,Chihuahua,0.0,5.7422,26.57,7.82
2019-10-28,Chihuahua,0.0,5.657,26.32,7.81
2019-10-29,Chihuahua,0.0,5.6314,25.29,6.35
2019-10-30,Chihuahua,0.0,5.0383,22.21,7.0
2019-10-31,Chihuahua,0.0,5.4002,16.36,1.81
2019-11-01,Chihuahua,0.0,5.3388,26.85,4.02
2019-11-02,Chihuahua,0.37,3.8722,18.94,5.72
2019-11-03,Chihuahua,0.8,3.4608,23.51,7.39
2019-11-04,Chihuahua,0.21,4.2898,22.36,10.65
2019-11-05,Chihuahua,0.0,4.7765,22.99,12.72
2019-11-06,Chihuahua,2.02,4.0606,25.06,11.57
2019-11-07,Chihuahua,0.65,1.2146,21.33,10.48
2019-11-08,Chihuahua,0.3,1.8998,15.44,9.0
2019-11-09,Chihuahua,0.01,3.191,22.63,8.78
2019-11-10,Chihuahua,0.15,3.6235,24.14,11.86
2019-11-11,Chihuahua,5.23,1.5233,18.86,4.93
2019-11-12,Chihuahua,6.13,1.2518,3.75,-0.14
2019-11-13,Chihuahua,1.61,1.3898,14.53,1.29
2019-11-14,Chihuahua,0.08,4.9022,17.54,3.45
2019-11-15,Chihuahua,0.0,4.9267,17.68,1.57
2019-11-16,Chihuahua,0.35,3.5232,20.45,6.02
2019-11-17,Chihuahua,0.0,3.859,20.26,8.36
2019-11-18,Chihuahua,0.0,4.4302,24.2,7.6
2019-11-19,Chihuahua,3.12,3.6122,21.04,10.71
2019-11-20,Chihuahua,1.35,4.1237,20.29,5.37
2019-11-21,Chihuahua,0.0,4.668,21.04,2.22
2019-11-22,Chihuahua,0.0,4.7496,20.0,2.3
2019-11-23,Chihuahua,0.0,4.3886,18.46,4.53
2019-11-24,Chihuahua,0.0,3.3588,20.06,5.82
2019-11-25,Chihuahua,0.29,2.6213,21.08,7.57
2019-11-26,Chihuahua,0.07,3.5042,18.04,8.08
2019-11-27,Chihuahua,9.46,1.3538,12.87,7.27
2019-11-28,Chihuahua,0.28,3.8278,21.52,10.42
2019-11-29,Chihuahua,0.04,3.583,20.69,6.14
2019-11-30,Chihuahua,0.0,4.6212,22.62,3.69
2019-12-01,Chihuahua,0.0,4.6102,18.51,4.58
2019-12-02,Chihuahua,0.0,4.4978,20.99,5.22
2019-12-03,Chihuahua,0.0,4.4544,24.9,4.65
2019-12-04,Chihuahua,0.0,3.2726,23.96,5.48
2019-12-05,Chihuahua,0.0,2.0321,20.77,8.75
2019-12-06,Chihuahua,0.0,4.3025,19.99,6.89
2019-12-07,Chihuahua,0.0,4.3018,24.24,6.69
2019-12-08,Chihuahua,0.0,3.2947,23.94,7.37
2019-12-09,Chihuahua,7.9,2.7295,20.39,7.03
2019-12-10,Chihuahua,0.04,4.2631,13.22,1.06
2019-12-11,Chihuahua,0.0,4.2221,14.3,0.79
2019-12-12,Chihuahua,0.0,4.489,20.84,2.64
2019-12-13,Chihuahua,0.0,4.4093,22.49,4.47
2019-12-14,Chihuahua,0.0,4.375,25.26,6.57
2019-12-15,Chihuahua,0.0,4.3366,21.69,6.11
2019-12-16,Chihuahua,0.0,4.4059,20.05,1.63
2019-12-17,Chihuahua,0.0,4.338,7.1,-3.33
2019-12-18,Chihuahua,0.0,4.3622,9.86,-5.05
2019-12-19,Chihuahua,0.0,2.2867,10.42,0.22
2019-12-20,Chihuahua,0.0,4.3598,14.02,-0.86
2019-12-21,Chihuahua,0.0,4.5293,12.43,-0.57
2019-12-22,Chihuahua,0.0,4.2953,14.83,-0.57
2019-12-23,Chihuahua,0.0,3.8263,19.18,1.83
2019-12-24,Chihuahua,0.23,2.5051,17.99,3.14
2019-12-25,Chihuahua,0.02,3.781,17.16,2.7
2019-12-26,Chihuahua,0.0,4.2302,19.17,1.26
2019-12-27,Chihuahua,0.0,3.9648,17.38,1.17
2019-12-28,Chihuahua,0.05,4.4299,11.85,-0.56
2019-12-29,Chihuahua,0.0,4.5341,16.67,-3.68
2019-12-30,Chihuahua,0.0,4.463,10.88,-1.54
2019-12-31,Chihuahua,0.0,4.2355,14.6,-2.91
2020-01-01,Chihuahua,0.02,2.5829,13.78,-0.78
2020-01-02,Chihuahua,0.43,2.0198,11.38,1.55
2020-01-03,Chihuahua,0.01,4.5024,10.54,-3.69
2020-01-04,Chihuahua,0.0,4.5958,14.96,-2.97
2020-01-05,Chihuahua,0.0,4.5581,23.84,1.56
2020-01-06,Chihuahua,0.0,4.217,21.47,1.5
2020-01-07,Chihuahua,0.0,4.459,14.29,0.72
2020-01-08,Chihuahua,0.0,3.7802,21.82,1.04
2020-01-09,Chihuahua,0.0,4.6349,20.41,1.95
2020-01-10,Chihuahua,0.0,4.2624,10.62,-1.43
2020-01-11,Chihuahua,0.0,4.7618,16.08,-4.18
2020-01-12,Chihuahua,0.0,3.721,20.11,1.14
2020-01-13,Chihuahua,0.0,3.3396,22.43,4.21
2020-01-14,Chihuahua,0.0,3.4315,21.96,5.7
2020-01-15,Chihuahua,0.0,2.5985,17.07,6.29
2020-01-16,Chihuahua,0.04,2.2332,17.87,7.81
2020-01-17,Chihuahua,0.49,4.1412,21.37,5.68
2020-01-18,Chihuahua,0.0,4.6394,17.04,3.33
2020-01-19,Chihuahua,0.0,4.614,18.25,3.87
2020-01-20,Chihuahua,0.0,2.9726,17.75,3.59
2020-01-21,Chihuahua,0.3,3.203,19.04,2.91
2020-01-22,Chihuahua,0.01,4.7942,19.78,4.16
2020-01-23,Chihuahua,0.0,4.843,16.68,4.74
2020-01-24,Chihuahua,0.0,4.7933,20.03,3.54
2020-01-25,Chihuahua,0.0,4.0654,19.94,6.28
2020-01-26,Chihuahua,0.0,4.9344,20.31,3.8
2020-01-27,Chihuahua,0.0,4.4107,20.1,4.64
2020-01-28,Chihuahua,0.0,5.2303,16.69,-0.01
2020-01-29,Chihuahua,0.0,5.1773,18.95,-1.55
2020-01-30,Chihuahua,0.15,3.4366,9.59,-0.38
2020-01-31,Chihuahua,0.0,5.1989,13.6,0.37
2020-02-01,Chihuahua,0.0,4.4902,15.73,-1.64
2020-02-02,Chihuahua,0.05,4.3735,16.22,3.16
2020-02-03,Chihuahua,1.19,2.0234,16.83,5.31
2020-02-04,Chihuahua,0.46,4.5691,17.92,3.48
2020-02-05,Chihuahua,0.39,4.2019,9.32,-4.04
2020-02-06,Chihuahua,0.0,5.5514,15.39,-4.97
2020-02-07,Chihuahua,0.0,5.5894,21.6,1.26
2020-02-08,Chihuahua,0.0,5.5654,22.97,4.41
2020-02-09,Chihuahua,1.26,4.079,22.63,4.39
2020-02-10,Chihuahua,0.78,4.5679,20.05,4.7
2020-02-11,Chihuahua,0.11,3.72,14.92,2.06
2020-02-12,Chihuahua,0.07,5.7806,13.73,-2.32
2020-02-13,Chihuahua,0.0,5.819,16.05,-0.54
2020-02-14,Chihuahua,0.0,5.8435,20.96,2.03
2020-02-15,Chihuahua,0.0,4.7657,21.09,1.45
2020-02-16,Chihuahua,0.0,4.4846,21.29,5.3
2020-02-17,Chihuahua,0.0,5.3671,24.46,6.15
2020-02-18,Chihuahua,0.0,2.4518,18.62,9.07
2020-02-19,Chihuahua,0.0,3.6972,23.69,8.54
2020-02-20,Chihuahua,0.0,5.0393,17.91,5.62
2020-02-21,Chihuahua,0.0,3.7534,13.54,3.52
2020-02-22,Chihuahua,0.0,3.9866,25.65,5.83
2020-02-23,Chihuahua,0.0,4.4071,20.12,7.31
2020-02-24,Chihuahua,0.0,5.897,20.57,4.62
2020-02-25,Chihuahua,0.0,6.42,20.63,0.91
2020-02-26,Chihuahua,0.0,6.3926,10.06,-4.29
2020-02-27,Chihuahua,0.0,6.33,17.02,-1.38
2020-02-28,Chihuahua,0.0,4.453,16.15,2.81
2020-02-29,Chihuahua,0.0,5.4538,21.57,4.71
2020-03-01,Chihuahua,0.0,5.9129,23.33,5.05
2020-03-02,Chihuahua,0.28,3.9106,21.25,4.67
2020-03-03,Chihuahua,1.62,4.7983,15.93,3.68
2020-03-04,Chihuahua,0.25,4.8158,17.21,-0.99
2020-03-05,Chihuahua,0.28,6.055,17.96,0.52
2020-03-06,Chihuahua,0.0,5.2452,17.12,3.9
2020-03-07,Chihuahua,0.88,3.931,24.36,5.24
2020-03-08,Chihuahua,0.14,2.3215,20.92,9.45
2020-03-09,Chihuahua,0.01,3.1586,19.69,8.63
2020-03-10,Chihuahua,0.0,5.5634,24.7,7.6
2020-03-11,Chihuahua,0.0,5.3962,23.81,10.86
2020-03-12,Chihuahua,0.35,4.476,24.09,11.05
2020-03-13,Chihuahua,0.0,4.8,26.23,10.67
2020-03-14,Chihuahua,0.0,6.9166,27.54,7.68
2020-03-15,Chihuahua,0.0,2.7098,27.69,11.11
2020-03-16,Chihuahua,0.04,6.7418,28.29,10.47
2020-03-17,Chihuahua,0.11,3.0415,20.83,10.51
2020-03-18,Chihuahua,0.92,2.8382,23.38,8.38
2020-03-19,Chihuahua,0.0,6.8167,22.56,7.14
2020-03-20,Chihuahua,0.0,7.2626,25.16,3.49
2020-03-21,Chihuahua,0.0,6.1565,27.33,7.82
